year,dayofyear,hourmin,ws,wd
2017,158,550,2.824,283
2017,158,600,2.69,273.9
2017,158,610,2.516,292.7
2017,158,620,3.093,293.4
2017,158,630,2.582,287.8
2017,158,640,2.579,302.2
2017,158,650,2.992,272.8
2017,158,700,2.714,286.2
2017,158,710,2.507,302.1
2017,158,720,2.629,309.7
2017,158,730,2.229,316.8
2017,158,740,1.973,286.7
2017,158,750,2.332,278.3
2017,158,800,2.264,292.6
2017,158,810,1.797,300.6
2017,158,820,2.787,299
2017,158,830,1.986,247
2017,158,840,1.996,251.5
2017,158,850,2.737,273.9
2017,158,900,3.128,282.9
2017,158,910,3.114,293.4
2017,158,920,3.524,292.8
2017,158,930,3.308,269.3
2017,158,940,2.78,279.3
2017,158,950,3.111,272.4
2017,158,1000,3.467,267.3
2017,158,1010,3.295,278.8
2017,158,1020,3,270.3
2017,158,1030,3.57,278.6
2017,158,1040,3.233,264.7
2017,158,1050,3.768,269.7
2017,158,1100,3.314,256.4
2017,158,1110,2.922,281
2017,158,1120,2.798,269
2017,158,1130,3.398,270
2017,158,1140,3.264,278.1
2017,158,1150,3.338,285.8
2017,158,1200,3.412,298.7
2017,158,1210,3.86,299.7
2017,158,1220,3.945,275.8
2017,158,1230,5.085,283.6
2017,158,1240,5.037,278.7
2017,158,1250,5.842,280.2
2017,158,1300,4.306,274
2017,158,1310,5.056,271.2
2017,158,1320,5.143,266.1
2017,158,1330,3.906,251.3
2017,158,1340,3.962,255.2
2017,158,1350,3.813,268.3
2017,158,1400,3.75,241.3
2017,158,1410,3.776,250.2
2017,158,1420,4.229,257.6
2017,158,1430,4.663,271.4
2017,158,1440,3.793,274
2017,158,1450,4.799,278.3
2017,158,1500,3.928,269
2017,158,1510,3.973,238.8
2017,158,1520,3.296,250.7
2017,158,1530,3.111,217.8
2017,158,1540,2.365,222.6
2017,158,1550,2.352,246.4
2017,158,1600,1.892,242.1
2017,158,1610,3.193,278.9
2017,158,1620,2.886,233.8
2017,158,1630,2.976,232.5
2017,158,1640,3.109,243
2017,158,1650,3.752,244.8
2017,158,1700,4.001,249
2017,158,1710,4.222,240.1
2017,158,1720,3.904,244.9
2017,158,1730,4.037,241.8
2017,158,1740,3.821,246.2
2017,158,1750,3.811,243.2
2017,158,1800,3.673,238.8
2017,158,1810,2.671,222
2017,158,1820,2.405,239.4
2017,158,1830,2.883,230.6
2017,158,1840,2.605,222.9
2017,158,1850,2.443,226.4
2017,158,1900,2.062,224.6
2017,158,1910,2.299,238.5
2017,158,1920,2.343,236.7
2017,158,1930,1.509,235.7
2017,158,1940,1.011,245.2
2017,158,1950,1.192,216.4
2017,158,2000,1.099,192.9
2017,158,2010,0.926,206
2017,158,2020,0.503,261.7
2017,158,2030,0.599,26.66
2017,158,2040,0.665,35.66
2017,158,2050,0.83,13.32
2017,158,2100,0.675,1.316
2017,158,2110,1.198,226
2017,158,2120,1.108,218.2
2017,158,2130,1.652,233.8
2017,158,2140,1.44,230.3
2017,158,2150,1.364,195.9
2017,158,2200,0.606,96.6
2017,158,2210,0.806,115.3
2017,158,2220,1.217,126.1
2017,158,2230,0.674,118.3
2017,158,2240,0.514,111.8
2017,158,2250,1.07,328.8
2017,158,2300,0.601,342
2017,158,2310,1.233,49.39
2017,158,2320,1.336,43.16
2017,158,2330,1.391,54.82
2017,158,2340,0.938,89.2
2017,158,2350,0.408,118.5
2017,159,0,0.694,115.5
2017,159,10,0.561,354.7
2017,159,20,0.785,351.8
2017,159,30,0.602,304.5
2017,159,40,0.475,175.7
2017,159,50,0.686,123.5
2017,159,100,0.787,134.6
2017,159,110,1.062,141.2
2017,159,120,0.737,155.5
2017,159,130,0.647,141
2017,159,140,1.088,130.6
2017,159,150,1.188,142.5
2017,159,200,1.221,152.7
2017,159,210,1.259,148.6
2017,159,220,1.102,146.7
2017,159,230,1.242,141.9
2017,159,240,1.065,156.2
2017,159,250,1.056,144.5
2017,159,300,1.123,126
2017,159,310,0.603,161.2
2017,159,320,0.474,176.4
2017,159,330,0.573,179
2017,159,340,0.245,14.16
2017,159,350,0.637,43.21
2017,159,400,0.406,47.85
2017,159,410,0.407,147.7
2017,159,420,0.688,140.8
2017,159,430,0.935,139.7
2017,159,440,0.949,134.7
2017,159,450,0.902,133.8
2017,159,500,0.575,143.3
2017,159,510,0.79,126
2017,159,520,0.87,146.5
2017,159,530,0.816,133.2
2017,159,540,0.963,139.4
2017,159,550,0.696,150.5
2017,159,600,0.874,133
2017,159,610,1.04,134
2017,159,620,0.882,146
2017,159,630,1.073,127.9
2017,159,640,1.273,123.9
2017,159,650,0.849,136.1
2017,159,700,1.274,131
2017,159,710,0.95,131.8
2017,159,720,1.103,134.7
2017,159,730,1.074,122.2
2017,159,740,0.891,95.8
2017,159,750,0.714,48.59
2017,159,800,0.839,39.14
2017,159,810,0.962,50.17
2017,159,820,0.976,55.39
2017,159,830,0.982,43.89
2017,159,840,0.861,359.6
2017,159,850,0.93,305
2017,159,900,1.141,344.1
2017,159,910,1.028,338.1
2017,159,920,1.295,350.8
2017,159,930,1.174,0.774
2017,159,940,0.883,315.5
2017,159,950,0.704,356.5
2017,159,1000,1.629,18.55
2017,159,1010,2.321,9.26
2017,159,1020,2.792,355.1
2017,159,1030,2.743,0.362
2017,159,1040,2.163,23.43
2017,159,1050,1.956,18.34
2017,159,1100,1.608,18.04
2017,159,1110,1.406,20.06
2017,159,1120,1.386,7.34
2017,159,1130,0.794,347.4
2017,159,1140,1.033,54.87
2017,159,1150,1.026,64.88
2017,159,1200,1.191,70.6
2017,159,1210,1.382,58.52
2017,159,1220,1.16,70.9
2017,159,1230,1.555,95.4
2017,159,1240,2.115,95.7
2017,159,1250,1.435,94.8
2017,159,1300,3.714,218.8
2017,159,1310,5.168,207
2017,159,1320,4.531,210.6
2017,159,1330,5.187,222.8
2017,159,1340,5.857,221.3
2017,159,1350,6.177,221.7
2017,159,1400,6.337,223.3
2017,159,1410,5.654,226.3
2017,159,1420,5.633,221.7
2017,159,1430,5.695,220.2
2017,159,1440,5.255,218.8
2017,159,1450,4.844,215.8
2017,159,1500,4.79,215
2017,159,1510,4.406,220.7
2017,159,1520,5.063,226.3
2017,159,1530,5.068,222.9
2017,159,1540,5.04,223.5
2017,159,1550,4.649,234.2
2017,159,1600,5.592,222
2017,159,1610,4.81,224.9
2017,159,1620,4.812,223.2
2017,159,1630,5.147,225.1
2017,159,1640,3.998,216.4
2017,159,1650,3.996,222.8
2017,159,1700,4.937,227
2017,159,1710,5.23,226.1
2017,159,1720,5.63,232.3
2017,159,1730,5.35,222.5
2017,159,1740,4.891,224.7
2017,159,1750,5.129,224.2
2017,159,1800,4.776,230.2
2017,159,1810,4.394,227.2
2017,159,1820,3.616,229.5
2017,159,1830,4.352,229.8
2017,159,1840,3.809,224.4
2017,159,1850,4.832,230.9
2017,159,1900,3.868,242.5
2017,159,1910,4.455,233.9
2017,159,1920,4.31,231.7
2017,159,1930,4.179,220
2017,159,1940,4.361,224
2017,159,1950,3.461,222.5
2017,159,2000,3.221,221.2
2017,159,2010,2.743,210.4
2017,159,2020,1.872,199
2017,159,2030,1.22,90.1
2017,159,2040,1.065,99.6
2017,159,2050,0.99,338
2017,159,2100,1.763,24.34
2017,159,2110,1.845,82.2
2017,159,2120,1.354,131.1
2017,159,2130,1.616,140.9
2017,159,2140,1.284,126.8
2017,159,2150,1.179,75
2017,159,2200,0.686,261.3
2017,159,2210,0.255,273
2017,159,2220,0.799,145
2017,159,2230,1.042,162.7
2017,159,2240,1.022,134.1
2017,159,2250,0.854,145.2
2017,159,2300,1.102,125.4
2017,159,2310,1.597,128.1
2017,159,2320,1.069,131.9
2017,159,2330,1.029,114.2
2017,159,2340,1.352,72.1
2017,159,2350,0.92,359.1
2017,160,0,0.782,280.1
2017,160,10,0.741,321.4
2017,160,20,0.66,352.4
2017,160,30,0.337,291.3
2017,160,40,0.282,312
2017,160,50,0.27,177
2017,160,100,0.498,128.2
2017,160,110,0.839,86.8
2017,160,120,1.2,68.51
2017,160,130,1.256,114.9
2017,160,140,1.132,120.1
2017,160,150,0.819,90.1
2017,160,200,0.881,85.4
2017,160,210,0.529,106
2017,160,220,0.669,141.9
2017,160,230,0.828,153.6
2017,160,240,0.623,136.3
2017,160,250,0.623,119.5
2017,160,300,0.573,132.8
2017,160,310,0.495,133.9
2017,160,320,0.62,126.5
2017,160,330,0.452,101.8
2017,160,340,0.447,97.6
2017,160,350,0.44,116.7
2017,160,400,0.378,75.7
2017,160,410,0.431,45.82
2017,160,420,0.142,336.9
2017,160,430,0.019,301.8
2017,160,440,0.432,68.81
2017,160,450,0.899,122.9
2017,160,500,0.949,131.5
2017,160,510,0.649,131.5
2017,160,520,0.638,130.9
2017,160,530,0.563,220.5
2017,160,540,2.115,299.5
2017,160,550,2.821,241.4
2017,160,600,3.1,266.9
2017,160,610,3.485,264.7
2017,160,620,2.823,271.3
2017,160,630,2.468,272.8
2017,160,640,2.6,280.6
2017,160,650,2.85,273.4
2017,160,700,2.632,261.1
2017,160,710,3.072,262.2
2017,160,720,3.108,261.7
2017,160,730,3.235,266.7
2017,160,740,3.1,263.4
2017,160,750,3.097,266.5
2017,160,800,3.405,267
2017,160,810,3.785,265.6
2017,160,820,3.381,266.3
2017,160,830,4.058,266.9
2017,160,840,4.203,262
2017,160,850,3.579,263.7
2017,160,900,3.723,266.2
2017,160,910,3.323,267.2
2017,160,920,4.328,278.1
2017,160,930,3.759,284.9
2017,160,940,4,276
2017,160,950,4.121,276.4
2017,160,1000,3.994,271.9
2017,160,1010,3.453,273.5
2017,160,1020,3.002,274.2
2017,160,1030,3.396,273.4
2017,160,1040,3.871,267
2017,160,1050,3.72,268.7
2017,160,1100,3.644,247.6
2017,160,1110,3.872,261.9
2017,160,1120,4.142,263.9
2017,160,1130,4.583,258.4
2017,160,1140,4.489,251.2
2017,160,1150,4.507,263.9
2017,160,1200,4.302,257.7
2017,160,1210,4.613,252
2017,160,1220,3.98,261.2
2017,160,1230,4.559,266.4
2017,160,1240,5.938,268.2
2017,160,1250,5.657,266.5
2017,160,1300,5.682,263.5
2017,160,1310,5.272,261.4
2017,160,1320,5.103,262.1
2017,160,1330,5.145,276.4
2017,160,1340,5.425,260.6
2017,160,1350,6.125,262
2017,160,1400,6.27,265
2017,160,1410,6.001,264.8
2017,160,1420,6.147,270.3
2017,160,1430,5.676,263.6
2017,160,1440,5.65,269.1
2017,160,1450,5.847,271.1
2017,160,1500,5.876,270.1
2017,160,1510,5.891,268.3
2017,160,1520,5.556,264.5
2017,160,1530,5.625,273.2
2017,160,1540,6.215,267.2
2017,160,1550,5.812,274.6
2017,160,1600,5.436,270.2
2017,160,1610,4.651,267.8
2017,160,1620,4.744,282.1
2017,160,1630,4.775,272.9
2017,160,1640,4.696,276.2
2017,160,1650,4.221,273.6
2017,160,1700,4.703,272
2017,160,1710,4.871,266.4
2017,160,1720,5.049,269
2017,160,1730,5.409,258.8
2017,160,1740,5.264,259.6
2017,160,1750,4.864,259.7
2017,160,1800,4.657,251
2017,160,1810,4.102,249.8
2017,160,1820,4.541,246.5
2017,160,1830,4.713,261.3
2017,160,1840,5.284,266.7
2017,160,1850,4.855,261.9
2017,160,1900,5.115,270.3
2017,160,1910,5.2,269.4
2017,160,1920,4.924,262.9
2017,160,1930,4.537,255.1
2017,160,1940,4.225,252.3
2017,160,1950,4.111,245.4
2017,160,2000,4.148,253.9
2017,160,2010,4.369,250.3
2017,160,2020,4.457,257.3
2017,160,2030,4.346,258.9
2017,160,2040,4.139,266.8
2017,160,2050,4.221,270
2017,160,2100,3.849,269.7
2017,160,2110,3.486,266.8
2017,160,2120,3.571,270.4
2017,160,2130,3.476,262.6
2017,160,2140,3.18,263.2
2017,160,2150,3.397,267.3
2017,160,2200,3.146,264.7
2017,160,2210,3.263,260.2
2017,160,2220,3.002,261.9
2017,160,2230,3.235,258.3
2017,160,2240,2.955,259.8
2017,160,2250,3.176,272.7
2017,160,2300,3.261,278.5
2017,160,2310,3.57,282.3
2017,160,2320,3.13,283.7
2017,160,2330,2.816,282.4
2017,160,2340,2.978,287.5
2017,160,2350,2.509,278.8
2017,161,0,2.288,278
2017,161,10,1.949,263.4
2017,161,20,1.883,262.4
2017,161,30,1.85,268.3
2017,161,40,1.903,254.9
2017,161,50,2.167,265.3
2017,161,100,2.039,266.3
2017,161,110,2.037,269.9
2017,161,120,1.877,274.8
2017,161,130,2.075,273.9
2017,161,140,1.489,268
2017,161,150,2.015,280.9
2017,161,200,1.754,288.3
2017,161,210,1.045,273.1
2017,161,220,1.163,248.2
2017,161,230,1.534,250.6
2017,161,240,2.724,259
2017,161,250,3.693,263.6
2017,161,300,2.926,257.5
2017,161,310,2.769,282
2017,161,320,1.992,290.6
2017,161,330,1.492,269.1
2017,161,340,0.728,271.8
2017,161,350,0.369,275.5
2017,161,400,0.381,201
2017,161,410,1.084,171.3
2017,161,420,1.381,161.3
2017,161,430,1.778,163.7
2017,161,440,1.712,173.3
2017,161,450,0.514,198.8
2017,161,500,0.245,177
2017,161,510,1.108,147.9
2017,161,520,1.276,152.2
2017,161,530,1.168,137
2017,161,540,1.068,170.7
2017,161,550,0.872,177.8
2017,161,600,0.941,186.4
2017,161,610,1.701,235.1
2017,161,620,2.482,263.1
2017,161,630,2.979,281.8
2017,161,640,3.003,311.6
2017,161,650,2.389,324.7
2017,161,700,1.869,306.2
2017,161,710,1.878,312
2017,161,720,1.883,302.1
2017,161,730,1.523,328.7
2017,161,740,1.848,323.1
2017,161,750,2.091,329.8
2017,161,800,2.545,329.9
2017,161,810,3.315,328.6
2017,161,820,3.461,322.9
2017,161,830,3.931,324.2
2017,161,840,3.348,327.7
2017,161,850,2.878,335.8
2017,161,900,2.694,327.1
2017,161,910,3.27,316.6
2017,161,920,3.706,324.6
2017,161,930,3.805,324.1
2017,161,940,3.517,322.6
2017,161,950,3.682,322.9
2017,161,1000,3.825,318
2017,161,1010,3.762,313.8
2017,161,1020,4.147,321.9
2017,161,1030,4.865,310.6
2017,161,1040,4.199,302.3
2017,161,1050,4.732,296.7
2017,161,1100,5.12,287.4
2017,161,1110,5.935,291.6
2017,161,1120,4.921,289.5
2017,161,1130,5.269,291.9
2017,161,1140,5.529,284.7
2017,161,1150,5.761,279.5
2017,161,1200,5.631,291.7
2017,161,1210,6.771,287.9
2017,161,1220,5.785,284.2
2017,161,1230,6.422,289.2
2017,161,1240,6.962,287.6
2017,161,1250,6.959,281
2017,161,1300,6.927,282.9
2017,161,1310,7.2,278.4
2017,161,1320,6.296,277.3
2017,161,1330,5.441,270.3
2017,161,1340,5.506,277.4
2017,161,1350,5.971,278.2
2017,161,1400,5.863,281.8
2017,161,1410,6.362,282.1
2017,161,1420,6.1,286.1
2017,161,1430,6.358,278.8
2017,161,1440,5.851,281.2
2017,161,1450,6.14,281.5
2017,161,1500,6.273,284.5
2017,161,1510,6.426,283
2017,161,1520,5.787,274
2017,161,1530,5.843,277.9
2017,161,1540,5.964,284.6
2017,161,1550,5.725,277.4
2017,161,1600,5.891,277
2017,161,1610,5.613,271.6
2017,161,1620,5.417,273.4
2017,161,1630,5.245,273.8
2017,161,1640,5.249,265
2017,161,1650,5.284,273.2
2017,161,1700,5.352,269
2017,161,1710,4.868,268.8
2017,161,1720,4.973,272.1
2017,161,1730,5.483,271.4
2017,161,1740,5.031,269.8
2017,161,1750,5.48,261.1
2017,161,1800,5.176,268.2
2017,161,1810,5.942,265.9
2017,161,1820,5.668,272.2
2017,161,1830,5.756,273.9
2017,161,1840,5.511,270.1
2017,161,1850,5.339,266.6
2017,161,1900,4.699,275
2017,161,1910,4.81,261.8
2017,161,1920,4.673,256.8
2017,161,1930,4.098,260.4
2017,161,1940,4.195,250.1
2017,161,1950,3.972,236.8
2017,161,2000,3.653,238.3
2017,161,2010,3.704,238.9
2017,161,2020,4.016,246.6
2017,161,2030,3.846,258.9
2017,161,2040,4.234,264
2017,161,2050,4.346,275.8
2017,161,2100,4.393,282.2
2017,161,2110,4.305,281.7
2017,161,2120,3.41,274.7
2017,161,2130,3.36,266.3
2017,161,2140,3,267.3
2017,161,2150,2.86,259.2
2017,161,2200,2.538,263.7
2017,161,2210,2.638,272.6
2017,161,2220,3.028,280.1
2017,161,2230,2.982,286.5
2017,161,2240,2.595,276.6
2017,161,2250,3.283,288.7
2017,161,2300,3,280.9
2017,161,2310,2.715,283.8
2017,161,2320,3.103,294
2017,161,2330,3.34,291.3
2017,161,2340,3.394,290.8
2017,161,2350,3.142,288
2017,162,0,2.98,291.4
2017,162,10,2.719,288.5
2017,162,20,2.601,285.7
2017,162,30,2.615,285.2
2017,162,40,2.68,284.7
2017,162,50,2.277,285.9
2017,162,100,2.535,288.5
2017,162,110,2.304,285.4
2017,162,120,2.665,288
2017,162,130,2.624,288.9
2017,162,140,2.506,283.8
2017,162,150,2.731,278.3
2017,162,200,3.031,282.4
2017,162,210,3.625,284.6
2017,162,220,3.112,286.8
2017,162,230,2.844,298.5
2017,162,240,2.808,301.5
2017,162,250,2.72,295.4
2017,162,300,3.155,302.4
2017,162,310,2.953,305
2017,162,320,3.468,284.5
2017,162,330,3.322,279
2017,162,340,3.347,276.1
2017,162,350,2.673,274.1
2017,162,400,2.61,280.7
2017,162,410,2.66,287.1
2017,162,420,3.11,284
2017,162,430,3.398,291.8
2017,162,440,3.733,284.3
2017,162,450,3.85,285.4
2017,162,500,4.01,286.6
2017,162,510,3.45,288.2
2017,162,520,3.434,293.8
2017,162,530,2.96,292.9
2017,162,540,3.144,299.7
2017,162,550,3.202,300
2017,162,600,3.079,295.6
2017,162,610,3.42,301.7
2017,162,620,3.286,303.2
2017,162,630,3.661,305.2
2017,162,640,3.021,305.3
2017,162,650,3.657,307.3
2017,162,700,4.67,312
2017,162,710,4.855,316.8
2017,162,720,4.901,318.2
2017,162,730,3.984,314.8
2017,162,740,3.406,301.4
2017,162,750,3.926,296.1
2017,162,800,3.82,300.1
2017,162,810,4.602,303.8
2017,162,820,4.596,307.4
2017,162,830,4.897,303.6
2017,162,840,4.297,289.6
2017,162,850,5.067,289.5
2017,162,900,4.703,286.9
2017,162,910,4.759,296.5
2017,162,920,5.027,285.8
2017,162,930,4.481,303.2
2017,162,940,4.435,296.4
2017,162,950,4.533,296.7
2017,162,1000,4.693,292.9
2017,162,1010,4.68,290.9
2017,162,1020,5.185,283.9
2017,162,1030,5.523,295.8
2017,162,1040,5.46,296.5
2017,162,1050,4.951,297.4
2017,162,1100,5.614,283.6
2017,162,1110,6.128,289.1
2017,162,1120,6.271,287.9
2017,162,1130,5.093,285.8
2017,162,1140,5.643,267.4
2017,162,1150,6.245,259.3
2017,162,1200,5.578,270.1
2017,162,1210,5.609,267.3
2017,162,1220,5.608,270.2
2017,162,1230,5.316,270.7
2017,162,1240,5.432,266.6
2017,162,1250,5.617,265
2017,162,1300,4.636,278.2
2017,162,1310,5.537,258.6
2017,162,1320,5.721,259.7
2017,162,1330,5.207,262.5
2017,162,1340,5.515,272.5
2017,162,1350,5.123,277.4
2017,162,1400,5.536,268.2
2017,162,1410,4.998,280.9
2017,162,1420,4.792,287
2017,162,1430,5.968,269.1
2017,162,1440,5.454,271.6
2017,162,1450,5.031,270.3
2017,162,1500,5.165,265.1
2017,162,1510,5.548,278.3
2017,162,1520,5.437,271.9
2017,162,1530,6.082,266.1
2017,162,1540,6.352,267.3
2017,162,1550,6.1,274.3
2017,162,1600,6.811,263.1
2017,162,1610,6.635,272.4
2017,162,1620,6.423,264.3
2017,162,1630,6.058,267.2
2017,162,1640,5.746,257.4
2017,162,1650,5.559,258.1
2017,162,1700,5.611,269.9
2017,162,1710,5.165,259.1
2017,162,1720,4.804,268.3
2017,162,1730,4.409,275
2017,162,1740,4.152,273.8
2017,162,1750,4.426,273.3
2017,162,1800,4.106,265
2017,162,1810,4.378,264
2017,162,1820,3.879,264
2017,162,1830,3.479,266.8
2017,162,1840,3.816,271.2
2017,162,1850,4.096,259.4
2017,162,1900,3.628,262.1
2017,162,1910,3.943,265.4
2017,162,1920,3.475,262.3
2017,162,1930,2.958,257.8
2017,162,1940,3.12,247.7
2017,162,1950,2.879,253.1
2017,162,2000,3.148,249
2017,162,2010,3.226,250.1
2017,162,2020,3.218,240.8
2017,162,2030,3.353,252.4
2017,162,2040,3.744,255.5
2017,162,2050,3.519,260.3
2017,162,2100,3.76,261.2
2017,162,2110,3.599,261
2017,162,2120,3.187,264.4
2017,162,2130,3.424,261.6
2017,162,2140,3.118,259.7
2017,162,2150,3.067,256.7
2017,162,2200,3.878,258.8
2017,162,2210,3.187,260.1
2017,162,2220,3.139,252.3
2017,162,2230,3.395,256.5
2017,162,2240,3.84,260.6
2017,162,2250,4.275,262.5
2017,162,2300,3.81,270.9
2017,162,2310,3.411,271.2
2017,162,2320,3.85,279.8
2017,162,2330,4.033,272.1
2017,162,2340,4.195,274.9
2017,162,2350,5.006,278
2017,163,0,4.686,285.8
2017,163,10,3.434,272.9
2017,163,20,4.533,275.4
2017,163,30,4.715,283.8
2017,163,40,4.528,285
2017,163,50,4.264,283.6
2017,163,100,3.96,283.6
2017,163,110,3.825,279.5
2017,163,120,3.883,282.3
2017,163,130,3.834,290
2017,163,140,4.469,291.9
2017,163,150,3.808,289.8
2017,163,200,3.993,285.2
2017,163,210,3.803,277.4
2017,163,220,3.908,276.6
2017,163,230,3.888,278.5
2017,163,240,3.522,268
2017,163,250,3.615,262
2017,163,300,3.851,259.5
2017,163,310,3.829,266
2017,163,320,3.903,273.8
2017,163,330,4.1,277.1
2017,163,340,4.244,288.5
2017,163,350,4.555,280.4
2017,163,400,4.263,280
2017,163,410,4.788,276.5
2017,163,420,4.889,267.8
2017,163,430,4.022,274.1
2017,163,440,4.478,278.8
2017,163,450,4.08,276.6
2017,163,500,4.106,280.2
2017,163,510,4.412,287.6
2017,163,520,4.273,285.3
2017,163,530,3.968,284.1
2017,163,540,4.27,281.2
2017,163,550,4.441,278.9
2017,163,600,4.557,282.3
2017,163,610,4.04,284
2017,163,620,4.379,285.8
2017,163,630,4.605,284.3
2017,163,640,4.389,283.7
2017,163,650,3.823,275.6
2017,163,700,3.934,277.2
2017,163,710,3.738,287.9
2017,163,720,3.894,286.6
2017,163,730,4.074,290.8
2017,163,740,3.584,290.9
2017,163,750,3.619,293
2017,163,800,4.154,299.9
2017,163,810,4.791,310.2
2017,163,820,4.363,297.2
2017,163,830,4.031,301.1
2017,163,840,3.791,287.7
2017,163,850,4.011,293.9
2017,163,900,4.664,291.6
2017,163,910,3.953,294.4
2017,163,920,4.933,290
2017,163,930,4.775,292.1
2017,163,940,4.535,293.1
2017,163,950,3.803,289.5
2017,163,1000,4.628,287.6
2017,163,1010,4.316,279.4
2017,163,1020,4.575,287.5
2017,163,1030,5.191,281.8
2017,163,1040,4.74,282.6
2017,163,1050,4.911,292.2
2017,163,1100,5.182,292.7
2017,163,1110,5.32,300.5
2017,163,1120,4.893,297.3
2017,163,1130,4.823,289.8
2017,163,1140,4.71,298.1
2017,163,1150,4.818,307.9
2017,163,1200,4.933,290.5
2017,163,1210,4.921,281.1
2017,163,1220,4.791,289.7
2017,163,1230,4.665,267.7
2017,163,1240,4.763,273.5
2017,163,1250,4.521,273.9
2017,163,1300,3.712,272.5
2017,163,1310,4.072,289
2017,163,1320,4.694,273.9
2017,163,1330,4.516,286.3
2017,163,1340,5.342,291.9
2017,163,1350,5.405,294.4
2017,163,1400,5.708,290.2
2017,163,1410,6.464,288.5
2017,163,1420,5.786,298.7
2017,163,1430,6.384,299.8
2017,163,1440,5.994,297.7
2017,163,1450,6.113,298.6
2017,163,1500,7.2,295.6
2017,163,1510,5.489,287.4
2017,163,1520,6.03,288.7
2017,163,1530,5.55,291.4
2017,163,1540,5.773,289.7
2017,163,1550,5.887,288.4
2017,163,1600,5.62,293.5
2017,163,1610,5.205,286.9
2017,163,1620,4.793,281.3
2017,163,1630,4.636,280.7
2017,163,1640,4.603,282.2
2017,163,1650,4.259,278.8
2017,163,1700,4.297,283.6
2017,163,1710,4.484,281.8
2017,163,1720,5.102,276.8
2017,163,1730,5.054,278
2017,163,1740,3.901,270.2
2017,163,1750,4.396,260.9
2017,163,1800,4.363,254.6
2017,163,1810,4.334,265.3
2017,163,1820,3.927,264.2
2017,163,1830,4.489,260.4
2017,163,1840,4.062,263.7
2017,163,1850,4.576,268.5
2017,163,1900,4.856,267.4
2017,163,1910,5.19,266.6
2017,163,1920,5.091,272.3
2017,163,1930,4.125,262
2017,163,1940,4.027,242.2
2017,163,1950,4.293,231
2017,163,2000,3.66,238.7
2017,163,2010,3.467,247.7
2017,163,2020,3.612,260.9
2017,163,2030,3.262,269.6
2017,163,2040,4.452,284.4
2017,163,2050,4.519,297.9
2017,163,2100,4.646,299.6
2017,163,2110,4.584,303.2
2017,163,2120,4.825,306.4
2017,163,2130,5.544,314.2
2017,163,2140,5.886,322.3
2017,163,2150,3.751,315
2017,163,2200,2.498,285.8
2017,163,2210,2.224,255.7
2017,163,2220,2.17,240.3
2017,163,2230,1.871,240.2
2017,163,2240,2.408,270.4
2017,163,2250,2.757,279.7
2017,163,2300,3.089,279.4
2017,163,2310,2.892,287.1
2017,163,2320,3.184,281.8
2017,163,2330,3.049,282.9
2017,163,2340,2.473,283.9
2017,163,2350,2.183,280.6
2017,164,0,2.901,284.7
2017,164,10,2.872,286.5
2017,164,20,1.984,277.1
2017,164,30,1.86,274.5
2017,164,40,2.177,258.9
2017,164,50,1.963,252.4
2017,164,100,2,250.1
2017,164,110,1.746,251.3
2017,164,120,1.67,255.4
2017,164,130,2.141,260
2017,164,140,1.811,256.7
2017,164,150,1.369,293.6
2017,164,200,1.434,316
2017,164,210,1.039,275.8
2017,164,220,1.238,245.4
2017,164,230,1.241,219.9
2017,164,240,1.303,238.9
2017,164,250,1.231,248
2017,164,300,1.355,254.1
2017,164,310,1.97,261.6
2017,164,320,1.873,288.5
2017,164,330,2.042,295.5
2017,164,340,1.919,298.7
2017,164,350,2.271,301.2
2017,164,400,1.714,287.5
2017,164,410,1.881,292.3
2017,164,420,2.091,294
2017,164,430,2.069,291.5
2017,164,440,2.291,293.8
2017,164,450,2.992,314.2
2017,164,500,2.139,306.7
2017,164,510,2.078,299.4
2017,164,520,1.791,283.5
2017,164,530,1.845,285.6
2017,164,540,2.608,290.1
2017,164,550,2.153,312.4
2017,164,600,1.789,308.7
2017,164,610,1.648,294.7
2017,164,620,1.973,324.1
2017,164,630,1.847,288.7
2017,164,640,1.316,303.5
2017,164,650,1.975,305
2017,164,700,1.008,283.4
2017,164,710,1.503,303.1
2017,164,720,1.682,288.8
2017,164,730,1.318,263.6
2017,164,740,2.007,294.9
2017,164,750,2.334,338.3
2017,164,800,2.789,348.8
2017,164,810,2.945,341.8
2017,164,820,3.482,343.9
2017,164,830,4.009,330.6
2017,164,840,3.877,316.3
2017,164,850,5.055,326.4
2017,164,900,4.238,329.1
2017,164,910,3.997,326.5
2017,164,920,4.323,328
2017,164,930,3.99,330
2017,164,940,3.909,332.2
2017,164,950,3.981,334.4
2017,164,1000,3.51,335.1
2017,164,1010,4.119,332.8
2017,164,1020,4.51,328.1
2017,164,1030,4.352,327.2
2017,164,1040,4.357,333.7
2017,164,1050,4.673,323.3
2017,164,1100,4.429,300
2017,164,1110,4.165,298.4
2017,164,1120,4.83,297.6
2017,164,1130,4.978,292.7
2017,164,1140,5.267,288.1
2017,164,1150,4.885,297.3
2017,164,1200,4.687,288.4
2017,164,1210,4.629,289.4
2017,164,1220,4.931,304.3
2017,164,1230,5.19,299.3
2017,164,1240,5.467,289.9
2017,164,1250,5.105,295.5
2017,164,1300,4.914,296.5
2017,164,1310,4.793,296.4
2017,164,1320,4.288,297.4
2017,164,1330,5.216,312.3
