year,dayofyear,hourmin,ws,wd
2017,164,1340,4.584,301.4
2017,164,1350,4.223,291.4
2017,164,1400,4.582,287.7
2017,164,1410,4.137,296
2017,164,1420,4.739,283.8
2017,164,1430,4.481,290.5
2017,164,1440,5.043,295.6
2017,164,1450,5.005,292.6
2017,164,1500,5.214,299.4
2017,164,1510,5.153,274
2017,164,1520,4.604,283.1
2017,164,1530,5.31,280.9
2017,164,1540,4.664,283.3
2017,164,1550,5.182,282.7
2017,164,1600,5.082,270.8
2017,164,1610,5.024,282
2017,164,1620,4.987,287.1
2017,164,1630,4.461,283.2
2017,164,1640,5.114,285.9
2017,164,1650,5.682,285.4
2017,164,1700,5.12,294.5
2017,164,1710,5.786,274.3
2017,164,1720,5.192,275.1
2017,164,1730,5.003,282.2
2017,164,1740,3.968,270.1
2017,164,1750,3.33,257.7
2017,164,1800,3.192,257
2017,164,1810,4.293,249.2
2017,164,1820,3.552,256.4
2017,164,1830,2.594,235.6
2017,164,1840,2.38,250.7
2017,164,1850,2.527,275.5
2017,164,1900,2.859,243.4
2017,164,1910,3.263,250.3
2017,164,1920,3.381,258.5
2017,164,1930,4.582,262.4
2017,164,1940,4.806,263.4
2017,164,1950,3.836,257.9
2017,164,2000,4.153,263.3
2017,164,2010,3.648,260.1
2017,164,2020,3.896,262.2
2017,164,2030,3.728,252.1
2017,164,2040,3.096,244.4
2017,164,2050,3.203,242.3
2017,164,2100,2.841,232.9
2017,164,2110,2.627,230
2017,164,2120,2.691,228.3
2017,164,2130,2.382,220.5
2017,164,2140,2.247,251
2017,164,2150,1.809,243.3
2017,164,2200,1.621,263.8
2017,164,2210,2.02,263.3
2017,164,2220,2.228,266.9
2017,164,2230,2.274,265.2
2017,164,2240,1.896,255.1
2017,164,2250,1.932,260.7
2017,164,2300,1.759,241.1
2017,164,2310,2.495,261.4
2017,164,2320,3.328,261.9
2017,164,2330,3.243,255.7
2017,164,2340,2.796,258
2017,164,2350,2.66,258.4
2017,165,0,2.631,255.7
2017,165,10,2.348,247.9
2017,165,20,2.059,251.2
2017,165,30,2.377,260.3
2017,165,40,2.143,257.4
2017,165,50,2.339,258
2017,165,100,2.373,265.5
2017,165,110,1.99,245.6
2017,165,120,1.784,242.1
2017,165,130,2.359,260.9
2017,165,140,2.261,254
2017,165,150,2.317,261.3
2017,165,200,1.818,249.7
2017,165,210,2.809,265
2017,165,220,2.389,265.2
2017,165,230,2.151,270.5
2017,165,240,2.267,276.5
2017,165,250,2.476,293.1
2017,165,300,3.001,303
2017,165,310,3.931,314.6
2017,165,320,3.772,310.5
2017,165,330,3.053,301.9
2017,165,340,2.561,289.2
2017,165,350,2.55,299.1
2017,165,400,2.29,288.2
2017,165,410,2.3,286.6
2017,165,420,1.868,278.8
2017,165,430,2.06,274.9
2017,165,440,1.802,274.3
2017,165,450,2.082,273.5
2017,165,500,1.651,265.6
2017,165,510,1.954,274.1
2017,165,520,1.836,269.8
2017,165,530,1.55,262.8
2017,165,540,1.129,295.9
2017,165,550,1.358,289.3
2017,165,600,1.078,281.2
2017,165,610,0.901,249
2017,165,620,0.981,261.7
2017,165,630,1.219,232.2
2017,165,640,1.003,233
2017,165,650,0.913,70.6
2017,165,700,1.222,83.1
2017,165,710,1.274,65.44
2017,165,720,0.919,34.49
2017,165,730,1.173,12.04
2017,165,740,1.982,333.6
2017,165,750,2.963,309.2
2017,165,800,3.49,314.2
2017,165,810,4.227,316.6
2017,165,820,3.409,301.2
2017,165,830,4.064,291.4
2017,165,840,4.735,308.8
2017,165,850,4.883,300.3
2017,165,900,4.469,301
2017,165,910,4.584,289.1
2017,165,920,4.418,286
2017,165,930,4.706,285.9
2017,165,940,5.284,320.2
2017,165,950,4.919,323.6
2017,165,1000,4.431,313.9
2017,165,1010,4.49,302.5
2017,165,1020,4.806,305.3
2017,165,1030,4.438,307.7
2017,165,1040,4.469,305.1
2017,165,1050,4.263,308
2017,165,1100,4.861,308.1
2017,165,1110,4.754,316.4
2017,165,1120,4.593,312.1
2017,165,1130,4.31,312.7
2017,165,1140,4.485,303.9
2017,165,1150,4.424,306.9
2017,165,1200,4.738,306.4
2017,165,1210,4.731,289.9
2017,165,1220,5.003,294.2
2017,165,1230,4.872,291.3
2017,165,1240,4.812,293
2017,165,1250,4.521,292.4
2017,165,1300,4.752,288.9
2017,165,1310,4.702,289.1
2017,165,1320,4.642,289.2
2017,165,1330,4.637,299.8
2017,165,1340,5.247,290.2
2017,165,1350,4.267,301.4
2017,165,1400,4.861,301.3
2017,165,1410,4.962,299
2017,165,1420,4.056,286.5
2017,165,1430,4.024,286
2017,165,1440,4.332,282.7
2017,165,1450,4.508,292.3
2017,165,1500,4.731,286.6
2017,165,1510,4.275,282.2
2017,165,1520,4.527,285.2
2017,165,1530,4.73,276.7
2017,165,1540,5.182,272.9
2017,165,1550,5.004,270.7
2017,165,1600,4.957,266.8
2017,165,1610,4.522,277.3
2017,165,1620,5.727,272.8
2017,165,1630,5.348,280.6
2017,165,1640,5.834,273.8
2017,165,1650,5.949,267.2
2017,165,1700,5.452,264.4
2017,165,1710,4.532,266.4
2017,165,1720,4.684,275.5
2017,165,1730,5.835,277.1
2017,165,1740,5.333,271.7
2017,165,1750,5.232,269.3
2017,165,1800,3.624,256.9
2017,165,1810,2.461,274.9
2017,165,1820,3.028,246.8
2017,165,1830,3.076,250
2017,165,1840,3.702,270.1
2017,165,1850,5.088,272.7
2017,165,1900,3.662,264.8
2017,165,1910,3.471,270.6
2017,165,1920,3.439,262.7
2017,165,1930,3.905,264.7
2017,165,1940,3.999,262.7
2017,165,1950,3.965,263.9
2017,165,2000,3.809,258.7
2017,165,2010,3.651,256.6
2017,165,2020,3.772,255.5
2017,165,2030,3.626,257
2017,165,2040,3.036,248.5
2017,165,2050,2.843,256.3
2017,165,2100,2.756,246.3
2017,165,2110,2.76,247.7
2017,165,2120,3.349,252.9
2017,165,2130,3.519,252.4
2017,165,2140,3.335,241.2
2017,165,2150,3.084,237.9
2017,165,2200,3.224,238.8
2017,165,2210,3.337,243.4
2017,165,2220,2.883,248.7
2017,165,2230,3.091,257.8
2017,165,2240,3.122,252.6
2017,165,2250,3.203,255.6
2017,165,2300,3.22,258.3
2017,165,2310,3.183,259.7
2017,165,2320,3.524,261.8
2017,165,2330,3.814,264.4
2017,165,2340,3.233,255.8
2017,165,2350,3.099,249.8
2017,166,0,2.562,250.1
2017,166,10,2.26,246.6
2017,166,20,2.251,245.8
2017,166,30,2.251,238
2017,166,40,2.559,242.3
2017,166,50,2.835,243
2017,166,100,3.298,254.7
2017,166,110,4.119,258.1
2017,166,120,3.365,264.2
2017,166,130,2.98,268.8
2017,166,140,2.841,272.1
2017,166,150,3.058,262.3
2017,166,200,2.936,260
2017,166,210,2.989,261
2017,166,220,2.786,261.8
2017,166,230,2.936,253.9
2017,166,240,2.88,257.2
2017,166,250,3.56,259.7
2017,166,300,3.719,262
2017,166,310,3.893,267.2
2017,166,320,3.354,273.7
2017,166,330,2.851,273.1
2017,166,340,2.916,275.2
2017,166,350,3.115,263.9
2017,166,400,2.979,259.7
2017,166,410,2.996,252.6
2017,166,420,2.384,247.9
2017,166,430,2.207,230.6
2017,166,440,2.517,221.2
2017,166,450,2.447,214.5
2017,166,500,1.656,212.2
2017,166,510,0.882,239.1
2017,166,520,1.297,230.8
2017,166,530,2.197,237.6
2017,166,540,2.329,242.9
2017,166,550,3.384,260.5
2017,166,600,4.545,264.2
2017,166,610,5.072,262.9
2017,166,620,4.25,254.2
2017,166,630,4.524,247.3
2017,166,640,4.847,260.3
2017,166,650,3.354,281.7
2017,166,700,3.123,286.4
2017,166,710,2.951,302.7
2017,166,720,2.564,295.9
2017,166,730,3.015,291.4
2017,166,740,2.963,281.8
2017,166,750,3.76,274.2
2017,166,800,3.957,261.5
2017,166,810,5.227,266.5
2017,166,820,5.645,272.3
2017,166,830,5.709,304.3
2017,166,840,4.292,307.5
2017,166,850,4.13,293
2017,166,900,3.825,288.7
2017,166,910,4.254,291.6
2017,166,920,4.14,293.2
2017,166,930,4.137,305.9
2017,166,940,4.216,305
2017,166,950,4.349,300.8
2017,166,1000,4.189,304.1
2017,166,1010,4.307,309.7
2017,166,1020,3.857,310.2
2017,166,1030,3.595,307
2017,166,1040,4.481,313.6
2017,166,1050,4.677,305.7
2017,166,1100,4.918,293.4
2017,166,1110,5.274,292.4
2017,166,1120,5.057,297.3
2017,166,1130,5.64,289.1
2017,166,1140,5.473,291.5
2017,166,1150,5.014,296.9
2017,166,1200,4.921,292.2
2017,166,1210,5.111,289.4
2017,166,1220,5.169,281.9
2017,166,1230,5.789,274.7
2017,166,1240,5.07,266.8
2017,166,1250,5.07,274
2017,166,1300,4.378,285.3
2017,166,1310,3.886,288.9
2017,166,1320,4.041,288.2
2017,166,1330,4.407,285.1
2017,166,1340,4.976,289.4
2017,166,1350,5.49,280.2
2017,166,1400,4.492,291.3
2017,166,1410,4.817,291.8
2017,166,1420,4.817,282
2017,166,1430,4.275,279.6
2017,166,1440,2.68,281.4
2017,166,1450,3.826,284.8
2017,166,1500,3.653,289.5
2017,166,1510,2.27,278.4
2017,166,1520,2.511,301.8
2017,166,1530,2.554,290.5
2017,166,1540,3.031,304.1
2017,166,1550,5.423,302.7
2017,166,1600,5.778,297.8
2017,166,1610,5.943,297.8
2017,166,1620,4.672,291.9
2017,166,1630,3.65,300
2017,166,1640,3.953,294.9
2017,166,1650,3.362,297.6
2017,166,1700,1.956,303.5
2017,166,1710,2.827,274.3
2017,166,1720,1.852,298.7
2017,166,1730,2.377,272.8
2017,166,1740,2.354,297
2017,166,1750,2.28,300
2017,166,1800,3.084,294.6
2017,166,1810,3.137,297.2
2017,166,1820,3.127,296.2
2017,166,1830,3.599,294.2
2017,166,1840,4.016,302.3
2017,166,1850,3.201,296.3
2017,166,1900,3.031,286.6
2017,166,1910,3.707,277.5
2017,166,1920,2.785,269.9
2017,166,1930,2.267,279.5
2017,166,1940,3.41,286.7
2017,166,1950,3.655,285.9
2017,166,2000,3.607,280.9
2017,166,2010,2.2,267.3
2017,166,2020,1.51,241.2
2017,166,2030,1.464,241.3
2017,166,2040,2.967,226.6
2017,166,2050,2.569,267
2017,166,2100,3.919,264.7
2017,166,2110,4.783,273.4
2017,166,2120,5.029,273.4
2017,166,2130,4.66,272
2017,166,2140,4.77,262.9
2017,166,2150,4.05,261.3
2017,166,2200,4.503,271.7
2017,166,2210,3.821,257.7
2017,166,2220,3.682,273.1
2017,166,2230,3.663,265.3
2017,166,2240,3.889,275.7
2017,166,2250,3.582,268.7
2017,166,2300,2.412,217.9
2017,166,2310,3.183,261.6
2017,166,2320,2.001,209.2
2017,166,2330,3.494,259.2
2017,166,2340,3.552,253
2017,166,2350,2.992,263.4
2017,167,0,2.96,251.2
2017,167,10,2.912,250.4
2017,167,20,3.375,246.7
2017,167,30,3.157,237.8
2017,167,40,2.775,235
2017,167,50,2.175,228.1
2017,167,100,2.735,251.4
2017,167,110,3.281,255.1
2017,167,120,3.182,254.7
2017,167,130,3.267,245.8
2017,167,140,3.409,251.2
2017,167,150,3.426,245.1
2017,167,200,3.103,258.9
2017,167,210,1.5,251
2017,167,220,1.561,268.4
2017,167,230,2.183,259.3
2017,167,240,2.783,268.3
2017,167,250,3.768,273.6
2017,167,300,3.418,260.2
2017,167,310,3.985,262.3
2017,167,320,4.057,265.5
2017,167,330,3.906,262.9
2017,167,340,3.967,261.9
2017,167,350,3.547,266
2017,167,400,2.819,254.3
2017,167,410,2.8,256.3
2017,167,420,3.273,260.8
2017,167,430,2.86,256.6
2017,167,440,3.047,273.7
2017,167,450,2.639,269.7
2017,167,500,3.167,247.7
2017,167,510,2.689,245.9
2017,167,520,3.66,251.8
2017,167,530,3.356,272.1
2017,167,540,2.226,271.9
2017,167,550,2.402,268.1
2017,167,600,2.93,264.6
2017,167,610,2.843,260.9
2017,167,620,2.959,262.5
2017,167,630,2.703,262.8
2017,167,640,2.338,278
2017,167,650,2.337,290.2
2017,167,700,2.98,279
2017,167,710,3.192,267.8
2017,167,720,2.834,296.1
2017,167,730,2.91,300.9
2017,167,740,2.485,295.5
2017,167,750,2.819,281.5
2017,167,800,3.266,289.1
2017,167,810,3.365,284.6
2017,167,820,3.304,272.3
2017,167,830,4.19,304.9
2017,167,840,5.242,325.1
2017,167,850,5.168,329.3
2017,167,900,4.842,321.2
2017,167,910,4.121,315.7
2017,167,920,4.503,313.5
2017,167,930,3.844,308.1
2017,167,940,3.915,298.7
2017,167,950,3.921,297.1
2017,167,1000,3.805,295.8
2017,167,1010,4.196,281.7
2017,167,1020,4.532,287
2017,167,1030,4.778,294.7
2017,167,1040,4.444,295.9
2017,167,1050,4.096,295.1
2017,167,1100,4.741,294.4
2017,167,1110,5.243,287.5
2017,167,1120,5.147,287.5
2017,167,1130,4.951,280.9
2017,167,1140,5.421,282.5
2017,167,1150,4.798,278.1
2017,167,1200,5.678,268
2017,167,1210,5.665,273.5
2017,167,1220,5.939,263.3
2017,167,1230,5.471,269.3
2017,167,1240,5.588,264.6
2017,167,1250,5.317,268.7
2017,167,1300,4.941,271
2017,167,1310,4.718,270.1
2017,167,1320,5.005,271.9
2017,167,1330,4.779,276.2
2017,167,1340,4.124,279.1
2017,167,1350,4.296,270.3
2017,167,1400,4.393,271.8
2017,167,1410,4.827,268.2
2017,167,1420,4.956,269.6
2017,167,1430,5.098,270.1
2017,167,1440,4.391,281.5
2017,167,1450,4.2,274
2017,167,1500,4.418,275.2
2017,167,1510,4.593,284.7
2017,167,1520,4.912,277.5
2017,167,1530,3.783,272.6
2017,167,1540,3.992,272
2017,167,1550,4.59,270.9
2017,167,1600,4.38,275.7
2017,167,1610,4.753,270.4
2017,167,1620,4.57,279.1
2017,167,1630,4.527,281.2
2017,167,1640,4.745,274.9
2017,167,1650,4.1,283.7
2017,167,1700,5.046,288.7
2017,167,1710,5.688,288.4
2017,167,1720,5.539,291.7
2017,167,1730,5.17,284.5
2017,167,1740,4.522,269.6
2017,167,1750,3.789,272.4
2017,167,1800,3.898,281.8
2017,167,1810,3.714,275.6
2017,167,1820,3.521,273.6
2017,167,1830,2.62,283.8
2017,167,1840,3.658,280.6
2017,167,1850,4.486,279.4
2017,167,1900,4.274,276.5
2017,167,1910,3.42,283.6
2017,167,1920,3.574,277.3
2017,167,1930,2.837,273.5
2017,167,1940,3.765,260.4
2017,167,1950,3.707,258.8
2017,167,2000,3.258,264.5
2017,167,2010,3.656,258.5
2017,167,2020,3.587,251.5
2017,167,2030,3.814,259.2
2017,167,2040,3.468,252.2
2017,167,2050,3.399,243.4
2017,167,2100,3.601,249.3
2017,167,2110,3.538,241.6
2017,167,2120,2.942,251
2017,167,2130,3.052,239.8
2017,167,2140,3.794,250.2
2017,167,2150,3.382,257.1
2017,167,2200,4.104,260.5
2017,167,2210,3.543,245.1
2017,167,2220,3.422,245.8
2017,167,2230,3.277,242.8
2017,167,2240,3.268,243.8
2017,167,2250,3.495,244
2017,167,2300,3.319,245.8
2017,167,2310,3.307,241.7
2017,167,2320,3.103,238.9
2017,167,2330,3.385,259.4
2017,167,2340,3.583,260.4
2017,167,2350,3.24,259.6
2017,168,0,3.862,260.5
2017,168,10,3.593,268
2017,168,20,3.455,264.3
2017,168,30,3.077,261.8
2017,168,40,3.356,254.9
2017,168,50,3.501,256.4
2017,168,100,3.984,257.9
2017,168,110,4.091,257.4
2017,168,120,3.843,260.5
2017,168,130,3.773,252.4
2017,168,140,3.518,255.5
2017,168,150,2.913,244
2017,168,200,3.254,256.5
2017,168,210,3.284,260.5
2017,168,220,2.824,256.6
2017,168,230,2.837,258.8
2017,168,240,3.12,261.2
2017,168,250,3.536,263.9
2017,168,300,3.56,262.1
2017,168,310,3.957,261
2017,168,320,3.929,262.1
2017,168,330,3.455,264.8
2017,168,340,2.817,259.9
2017,168,350,3.242,260.9
2017,168,400,2.83,261.5
2017,168,410,2.165,259.3
2017,168,420,1.95,268.7
2017,168,430,1.94,271.2
2017,168,440,1.954,273.8
2017,168,450,2.31,283.7
2017,168,500,2.187,274.4
2017,168,510,2.364,263.6
2017,168,520,3.081,269.3
2017,168,530,3.491,282.9
2017,168,540,3.235,282.7
2017,168,550,3.138,294.4
2017,168,600,2.977,288.8
2017,168,610,3.048,289
2017,168,620,3.438,289.7
2017,168,630,3.31,287.4
2017,168,640,3.123,283.4
2017,168,650,3.411,296.1
2017,168,700,2.934,292.7
2017,168,710,3.421,295.7
2017,168,720,3.709,295.6
2017,168,730,3.759,290.4
2017,168,740,3.977,275.8
2017,168,750,4.055,273.7
2017,168,800,4.092,267.9
2017,168,810,4.114,266.1
2017,168,820,3.556,273.3
2017,168,830,4.184,280.1
2017,168,840,3.697,288.6
2017,168,850,4.177,287.7
2017,168,900,4.092,296.4
2017,168,910,4.23,299.9
2017,168,920,3.774,302.9
2017,168,930,4.307,303.5
2017,168,940,4.028,302.5
2017,168,950,4.15,303.3
2017,168,1000,3.989,301.3
2017,168,1010,4.025,296.7
2017,168,1020,4.143,300
2017,168,1030,4.08,306.6
2017,168,1040,3.997,303.5
2017,168,1050,4.338,284.3
2017,168,1100,3.873,303.6
2017,168,1110,4.296,298.8
2017,168,1120,4.236,292.8
2017,168,1130,4.699,286.2
2017,168,1140,4.393,301.3
2017,168,1150,4.268,297
2017,168,1200,4.293,291.6
2017,168,1210,4.601,301.2
2017,168,1220,4.165,302.4
2017,168,1230,4.7,289.1
2017,168,1240,4.603,284.4
2017,168,1250,4.605,295.2
2017,168,1300,4.818,287.7
2017,168,1310,5.077,283.3
2017,168,1320,4.997,281.5
2017,168,1330,4.77,281.4
2017,168,1340,4.436,267.5
2017,168,1350,4.333,272.6
2017,168,1400,3.94,272.5
2017,168,1410,4.056,285.9
2017,168,1420,4.753,273.3
2017,168,1430,4.779,272.1
2017,168,1440,4.965,281.3
2017,168,1450,5.031,289.3
2017,168,1500,4.761,274
2017,168,1510,4.667,276.2
2017,168,1520,4.227,281.1
2017,168,1530,4.248,273.7
2017,168,1540,4.492,269.3
2017,168,1550,5.013,270.3
2017,168,1600,4.759,267.9
2017,168,1610,4.344,267.7
2017,168,1620,4.445,276.7
2017,168,1630,4.444,267.7
2017,168,1640,4.018,256.3
2017,168,1650,3.874,270.7
2017,168,1700,3.944,259.3
2017,168,1710,3.252,270.4
2017,168,1720,4.055,263.7
2017,168,1730,4.672,269.5
2017,168,1740,4.601,264.4
2017,168,1750,4.413,265.9
2017,168,1800,4.429,264.3
2017,168,1810,4.347,269.3
2017,168,1820,4.012,264.2
2017,168,1830,4.006,255.1
2017,168,1840,4.048,259.2
2017,168,1850,3.64,261.6
2017,168,1900,3.931,261.1
2017,168,1910,3.683,255.6
2017,168,1920,3.192,242.5
2017,168,1930,3.384,245
2017,168,1940,3.492,253
2017,168,1950,3.426,242.9
2017,168,2000,4.03,255.7
2017,168,2010,4.382,256.2
2017,168,2020,4.359,256.3
2017,168,2030,3.887,260
2017,168,2040,4.24,261.1
2017,168,2050,4.438,264.2
2017,168,2100,4.129,257.7
2017,168,2110,4.191,260.6
2017,168,2120,4.366,262.3
2017,168,2130,3.949,259.5
2017,168,2140,3.867,260.9
2017,168,2150,3.775,257.8
2017,168,2200,3.394,264.2
2017,168,2210,3.13,272.4
2017,168,2220,2.902,271.7
2017,168,2230,2.63,260.8
2017,168,2240,2.542,246
2017,168,2250,2.792,250
2017,168,2300,2.388,248.3
2017,168,2310,2.194,241.6
2017,168,2320,1.958,242.1
2017,168,2330,2.22,247.7
2017,168,2340,2.009,236.8
2017,168,2350,1.731,240.9
2017,169,0,4.209,304.5
2017,169,10,4.025,286.5
2017,169,20,3.331,264.5
2017,169,30,2.556,252.9
2017,169,40,1.941,242.7
2017,169,50,1.325,265.8
2017,169,100,1.331,271.2
2017,169,110,0.994,228.4
2017,169,120,0.533,215.4
2017,169,130,0.5,321
2017,169,140,0.495,339.3
2017,169,150,1.292,340.1
2017,169,200,1.987,323.3
2017,169,210,1.785,321.4
2017,169,220,1.828,319.6
2017,169,230,1.643,308.5
2017,169,240,1.388,288.4
2017,169,250,1.692,299.2
2017,169,300,1.72,305.1
2017,169,310,1.155,307.3
2017,169,320,0.771,287.1
2017,169,330,0.478,254.8
2017,169,340,0.338,258.4
2017,169,350,0.194,168.9
2017,169,400,0.445,110.2
2017,169,410,0.817,46.42
2017,169,420,0.748,335.9
2017,169,430,0.849,319.6
2017,169,440,1.165,311.4
2017,169,450,1.746,304.9
2017,169,500,1.652,290.9
2017,169,510,1.2,296.8
2017,169,520,1.226,295.5
2017,169,530,1.019,289.1
2017,169,540,0.99,279.7
2017,169,550,1.212,295.8
2017,169,600,1.842,320.3
2017,169,610,2.693,328.3
2017,169,620,2.981,307
2017,169,630,2.581,303.9
2017,169,640,2.349,305.4
2017,169,650,2.38,303.4
2017,169,700,2.716,291.6
2017,169,710,2.332,295.4
2017,169,720,2.52,295.1
2017,169,730,2.614,290.3
2017,169,740,2.231,295
2017,169,750,2.088,294.4
2017,169,800,2.366,288.5
2017,169,810,2.93,280.6
2017,169,820,3.263,287.5
2017,169,830,2.964,281.2
2017,169,840,3.293,299.2
2017,169,850,3.022,308.3
2017,169,900,3.216,313
2017,169,910,3.255,316.6
2017,169,920,2.332,332.6
2017,169,930,1.209,358.1
2017,169,940,1.568,331.2
2017,169,950,1.948,300.1
2017,169,1000,3.778,294.2
2017,169,1010,2.122,169.7
2017,169,1020,1.484,60.71
2017,169,1030,2.562,278.8
2017,169,1040,2.551,213.5
2017,169,1050,4.376,247.8
2017,169,1100,4.865,259.3
2017,169,1110,5.371,262.3
2017,169,1120,5.891,268.8
2017,169,1130,5.678,258.2
2017,169,1140,5.814,243.1
2017,169,1150,6.068,246.9
2017,169,1200,5.847,251.5
2017,169,1210,5.863,257.1
2017,169,1220,6.032,254
2017,169,1230,6.057,252.3
2017,169,1240,6.476,254.4
2017,169,1250,6.086,242.6
2017,169,1300,5.997,243.9
2017,169,1310,5.975,259.2
2017,169,1320,5.73,260.7
2017,169,1330,5.528,257.8
2017,169,1340,5.791,266.3
2017,169,1350,5.643,265.8
2017,169,1400,5.884,262.1
2017,169,1410,6.319,266.1
2017,169,1420,6.626,267.8
2017,169,1430,6.157,260
2017,169,1440,6.268,259.4
2017,169,1450,6.133,266.3
2017,169,1500,6.505,282
2017,169,1510,5.813,288.6
2017,169,1520,5.857,285.8
2017,169,1530,6.37,289.1
2017,169,1540,6.23,288
2017,169,1550,6.065,288.4
2017,169,1600,5.219,290.7
2017,169,1610,4.912,276.9
2017,169,1620,5.282,274.9
2017,169,1630,5.328,251.7
2017,169,1640,5.147,253.3
2017,169,1650,5.243,258.2
2017,169,1700,5.024,262.7
2017,169,1710,4.945,251.8
2017,169,1720,4.8,260.3
2017,169,1730,4.779,256.5
2017,169,1740,4.731,261.6
2017,169,1750,4.42,263.4
2017,169,1800,3.906,245.3
2017,169,1810,3.047,252.5
2017,169,1820,2.966,288.5
2017,169,1830,3.665,302
2017,169,1840,3.782,302.7
2017,169,1850,3.649,299.5
2017,169,1900,3.868,271.3
2017,169,1910,3.441,249.9
2017,169,1920,2.8,248.7
2017,169,1930,2.43,240.4
2017,169,1940,1.864,246
2017,169,1950,2.092,207.7
2017,169,2000,2.684,190.4
2017,169,2010,2.324,168
2017,169,2020,1.202,134.5
2017,169,2030,0.883,90.2
2017,169,2040,1.209,63.39
2017,169,2050,1.04,63.43
2017,169,2100,0.598,89.7
2017,169,2110,0.794,81.7
2017,169,2120,0.696,54.52
2017,169,2130,0.626,37.76
2017,169,2140,0.488,343.5
2017,169,2150,0.468,284.9
2017,169,2200,0.375,3.488
2017,169,2210,0.304,61.41
2017,169,2220,0.662,105.5
2017,169,2230,0.474,113.9
2017,169,2240,0.071,102.6
2017,169,2250,0.125,334.1
2017,169,2300,0.526,300.6
2017,169,2310,0.608,313.7
2017,169,2320,1.21,318
2017,169,2330,0.559,356.4
2017,169,2340,0.101,28.03
2017,169,2350,0.187,113.9
2017,170,0,0.791,102.1
2017,170,10,0.28,119.8
2017,170,20,0.219,116.7
2017,170,30,0.138,311.5
2017,170,40,0.5,318.5
2017,170,50,0.106,27.4
2017,170,100,0.173,144.7
2017,170,110,0.55,142
2017,170,120,0.7,133.9
2017,170,130,0.882,130.7
2017,170,140,1.108,127.4
2017,170,150,0.769,135.8
2017,170,200,0.815,131.5
2017,170,210,0.706,129.8
2017,170,220,0.222,122.7
2017,170,230,0.233,113.2
2017,170,240,0.206,131.7
2017,170,250,0.26,76.3
2017,170,300,0.118,14.67
2017,170,310,0.111,314.3
2017,170,320,0.077,290.1
2017,170,330,0.219,140.3
2017,170,340,0.965,105.1
2017,170,350,0.593,116.7
2017,170,400,0.227,166.7
2017,170,410,0.044,116.1
2017,170,420,0.29,120.8
2017,170,430,0.116,194.6
2017,170,440,0.139,269.1
2017,170,450,0.846,319.9
2017,170,500,1.251,328.8
2017,170,510,1.384,333.8
2017,170,520,1.196,314.8
2017,170,530,0.22,262.6
2017,170,540,0.136,254.3
2017,170,550,0.12,138.2
2017,170,600,0.859,73
2017,170,610,0.689,91.6
2017,170,620,0.791,83.9
2017,170,630,1.1,79.4
2017,170,640,1.202,74.5
2017,170,650,1.213,69.73
2017,170,700,1.246,68.75
2017,170,710,0.788,30.14
2017,170,720,1.261,359.8
2017,170,730,1.593,326.3
2017,170,740,2.235,336.2
2017,170,750,1.855,333.3
2017,170,800,1.794,324.4
2017,170,810,2.304,328.4
2017,170,820,2.526,331.5
2017,170,830,3.296,336.1
2017,170,840,4.081,336.2
2017,170,850,3.799,334.4
2017,170,900,3.707,333.5
2017,170,910,4.02,338.7
2017,170,920,4.005,339.5
2017,170,930,3.666,341.8
2017,170,940,4.136,340.1
2017,170,950,4.039,314.3
2017,170,1000,4.99,285.8
2017,170,1010,5.549,279.8
2017,170,1020,5.122,285.1
2017,170,1030,5.55,290.4
2017,170,1040,6.117,292.3
2017,170,1050,7.02,283.4
2017,170,1100,6.738,268
2017,170,1110,7.13,276.6
2017,170,1120,6.135,274.4
2017,170,1130,6.674,276.3
2017,170,1140,6.934,278.4
2017,170,1150,6.49,282.5
2017,170,1200,6.02,282.9
2017,170,1210,5.87,288.1
2017,170,1220,5.768,292.1
2017,170,1230,5.51,282.8
2017,170,1240,5.693,274.1
2017,170,1250,5.367,284.1
2017,170,1300,5.524,280.3
2017,170,1310,4.905,272.3
2017,170,1320,4.942,279.1
2017,170,1330,5.005,286
2017,170,1340,5.144,277.1
2017,170,1350,4.933,282.2
2017,170,1400,4.713,281
2017,170,1410,5.265,273.8
2017,170,1420,4.76,268.8
2017,170,1430,5.699,278.2
2017,170,1440,4.623,282.3
2017,170,1450,5.062,281.5
2017,170,1500,4.95,285.5
2017,170,1510,4.216,275.9
2017,170,1520,4.282,260.9
2017,170,1530,4.113,266.4
2017,170,1540,4.459,286.1
2017,170,1550,4.371,273.2
2017,170,1600,4.309,272.1
2017,170,1610,4.033,269.9
2017,170,1620,3.015,259.5
2017,170,1630,4.101,288.1
2017,170,1640,3.607,284.4
2017,170,1650,4.299,289.3
2017,170,1700,4.695,278.9
2017,170,1710,3.972,267.8
2017,170,1720,3.679,267
2017,170,1730,3.706,265.8
2017,170,1740,3.505,269.7
2017,170,1750,4.052,276.8
2017,170,1800,3.82,284.4
2017,170,1810,3.687,280.1
2017,170,1820,3.239,263.4
2017,170,1830,3.415,285.2
2017,170,1840,3.753,289.6
2017,170,1850,4.204,287
2017,170,1900,3.157,291
2017,170,1910,3.112,291.4
2017,170,1920,3.092,272.5
2017,170,1930,2.824,278.7
2017,170,1940,3.069,272.9
2017,170,1950,2.763,256.8
2017,170,2000,2.634,270
2017,170,2010,2.524,281.7
2017,170,2020,3.625,281.8
2017,170,2030,2.782,267.3
